"district","town","precinct","NA.1","NA","NA.3","NA.2","votes"
"",,"Saint  Albans City",,"",677,"Deborah Deb Bucknam",
"",,"Saint  Albans Town",,"",322,"Deborah Deb Bucknam",
"",,"Saint  Albans Town",,"",660,"Deborah Deb Bucknam",
"",,"Saint  George",,"",79,"Deborah Deb Bucknam",
"",,"Saint  Johnsbury",,"",1323,"Deborah Deb Bucknam",
"","Bennington","Stamford",,"",207,"Deborah Deb Bucknam",
"","Caledonia","Stannard",,"",25,"Deborah Deb Bucknam",
"","Addison","Starksboro",,"",247,"Deborah Deb Bucknam",
"","Windsor","Stockbridge",,"",131,"Deborah Deb Bucknam",
"","Lamoille","Stowe",,"",723,"Deborah Deb Bucknam",
"","Orange","Strafford",,"",120,"Deborah Deb Bucknam",
"","Windham","Stratton",,"",59,"Deborah Deb Bucknam",
"","Rutland","Sudbury",,"",98,"Deborah Deb Bucknam",
"","Bennington","Sunderland",,"",41,"Deborah Deb Bucknam",
"","Bennington","Sunderland",,"",145,"Deborah Deb Bucknam",
"","Caledonia","Sutton",,"",225,"Deborah Deb Bucknam",
"","Franklin","Swanton",,"",913,"Deborah Deb Bucknam",
"","Orange","Thetford",,"",334,"Deborah Deb Bucknam",
"","Rutland","Tinmouth",,"",29,"Deborah Deb Bucknam",
"","Rutland","Tinmouth",,"",86,"Deborah Deb Bucknam",
"","Orange","Topsham",,"",235,"Deborah Deb Bucknam",
"","Windham","Townshend",,"",186,"Deborah Deb Bucknam",
"","Orleans","Troy",,"",66,"Deborah Deb Bucknam",
"","Orleans","Troy",,"",174,"Deborah Deb Bucknam",
"","Orange","Tunbridge",,"",209,"Deborah Deb Bucknam",
"","Chittenden","Underhill",,"",489,"Deborah Deb Bucknam",
"","Addison","Vergennes",,"",300,"Deborah Deb Bucknam",
"","Windham","Vernon",,"",512,"Deborah Deb Bucknam",
"","Orange","Vershire",,"",105,"Deborah Deb Bucknam",
"","Essex","Victory",,"",31,"Deborah Deb Bucknam",
"","Washington","Waitsfield",,"",228,"Deborah Deb Bucknam",
"","Caledonia","Walden",,"",219,"Deborah Deb Bucknam",
"","Rutland","Wallingford",,"",431,"Deborah Deb Bucknam",
"","Addison","Waltham",,"",99,"Deborah Deb Bucknam",
"","Windham","Wardsboro",,"",135,"Deborah Deb Bucknam",
"","Washington","Warren",,"",220,"Deborah Deb Bucknam",
"","Orange","Washington",,"",188,"Deborah Deb Bucknam",
"","Washington","Waterbury",,"",606,"Deborah Deb Bucknam",
"","Caledonia","Waterford",,"",362,"Deborah Deb Bucknam",
"","Lamoille","Waterville",,"",123,"Deborah Deb Bucknam",
"","Windsor","Weathersfield",,"",616,"Deborah Deb Bucknam",
"","Rutland","Wells",,"",276,"Deborah Deb Bucknam",
"","Orange","West Fairlee",,"",79,"Deborah Deb Bucknam",
"","Rutland","West Haven",,"",49,"Deborah Deb Bucknam",
"","Rutland","West Rutland",,"",424,"Deborah Deb Bucknam",
"","Windsor","West Windsor",,"",211,"Deborah Deb Bucknam",
"","Orleans","Westfield",,"",111,"Deborah Deb Bucknam",
"","Chittenden","Westford",,"",344,"Deborah Deb Bucknam",
"","Windham","Westminster",,"",26,"Deborah Deb Bucknam",
"","Windham","Westminster",,"",349,"Deborah Deb Bucknam",
"","Orleans","Westmore",,"",104,"Deborah Deb Bucknam",
"","Windsor","Weston",,"",123,"Deborah Deb Bucknam",
"","Addison","Weybridge",,"",103,"Deborah Deb Bucknam",
"","Caledonia","Wheelock",,"",174,"Deborah Deb Bucknam",
"","Addison","Whiting",,"",49,"Deborah Deb Bucknam",
"","Windham","Whitingham",,"",264,"Deborah Deb Bucknam",
"","Windham","Whitingham",,"",11,"Deborah Deb Bucknam",
"","Orange","Williamstown",,"",524,"Deborah Deb Bucknam",
"","Chittenden","Williston",,"",1355,"Deborah Deb Bucknam",
"","Windham","Wilmington",,"",338,"Deborah Deb Bucknam",
"","Windham","Windham",,"",97,"Deborah Deb Bucknam",
"","Windsor","Windsor",,"",464,"Deborah Deb Bucknam",
"","Bennington","Winhall",,"",194,"Deborah Deb Bucknam",
"","Chittenden","Winooski",,"",446,"Deborah Deb Bucknam",
"","Lamoille","Wolcott",,"",240,"Deborah Deb Bucknam",
"","Washington","Woodbury",,"",136,"Deborah Deb Bucknam",
"","Bennington","Woodford",,"",50,"Deborah Deb Bucknam",
"","Windsor","Woodstock",,"",483,"Deborah Deb Bucknam",
"","Washington","Worcester",,"",120,"Deborah Deb Bucknam",
"","Addison","Addison","Liberty Union","",16,"Rosemarie Jackowski",
"","Orleans","Albany","Liberty Union","",20,"Rosemarie Jackowski",
"","Grand Isle","Alburgh","Liberty Union","",30,"Rosemarie Jackowski",
"","Windsor","Andover","Liberty Union","",11,"Rosemarie Jackowski",
"","Bennington","Arlington","Liberty Union","",100,"Rosemarie Jackowski",
"","Windham","Athens","Liberty Union","",17,"Rosemarie Jackowski",
"","Franklin","Bakersfield","Liberty Union","",21,"Rosemarie Jackowski",
"","Windsor","Baltimore","Liberty Union","",4,"Rosemarie Jackowski",
"","Windsor","Barnard","Liberty Union","",16,"Rosemarie Jackowski",
"","Caledonia","Barnet","Liberty Union","",31,"Rosemarie Jackowski",
"","Washington","Barre City","Liberty Union","",92,"Rosemarie Jackowski",
"","Washington","Barre Town","Liberty Union","",65,"Rosemarie Jackowski",
"","Orleans","Barton","Liberty Union","",41,"Rosemarie Jackowski",
"","Lamoille","Belvidere","Liberty Union","",6,"Rosemarie Jackowski",
"","Bennington","Bennington","Liberty Union","",449,"Rosemarie Jackowski",
"","Bennington","Bennington","Liberty Union","",477,"Rosemarie Jackowski",
"","Rutland","Benson","Liberty Union","",26,"Rosemarie Jackowski",
"","Franklin","Berkshire","Liberty Union","",14,"Rosemarie Jackowski",
"","Washington","Berlin","Liberty Union","",43,"Rosemarie Jackowski",
"","Windsor","Bethel","Liberty Union","",33,"Rosemarie Jackowski",
"","Essex","Bloomfield","Liberty Union","",7,"Rosemarie Jackowski",
"","Chittenden","Bolton","Liberty Union","",17,"Rosemarie Jackowski",
"","Orange","Bradford","Liberty Union","",41,"Rosemarie Jackowski",
"","Orange","Braintree","Liberty Union","",23,"Rosemarie Jackowski",
"","Rutland","Brandon","Liberty Union","",60,"Rosemarie Jackowski",
"","Windham","Brattleboro","Liberty Union","",114,"Rosemarie Jackowski",
"","Windham","Brattleboro","Liberty Union","",135,"Rosemarie Jackowski",
"","Windham","Brattleboro","Liberty Union","",131,"Rosemarie Jackowski",
"","Windsor","Bridgewater","Liberty Union","",20,"Rosemarie Jackowski",
"","Addison","Bridport","Liberty Union","",6,"Rosemarie Jackowski",
"","Essex","Brighton","Liberty Union","",27,"Rosemarie Jackowski",
"","Addison","Bristol","Liberty Union","",76,"Rosemarie Jackowski",
"","Orange","Brookfield","Liberty Union","",28,"Rosemarie Jackowski",
"","Windham","Brookline","Liberty Union","",13,"Rosemarie Jackowski",
"","Orleans","Brownington","Liberty Union","",4,"Rosemarie Jackowski",
"","Essex","Brunswick","Liberty Union","",1,"Rosemarie Jackowski",
"","Caledonia","Burke","Liberty Union","",27,"Rosemarie Jackowski",
"","Chittenden","Burlington","Liberty Union","",120,"Rosemarie Jackowski",
"","Chittenden","Burlington","Liberty Union","",86,"Rosemarie Jackowski",
"","Chittenden","Burlington","Liberty Union","",219,"Rosemarie Jackowski",
"","Chittenden","Burlington","Liberty Union","",90,"Rosemarie Jackowski",
"","Chittenden","Burlington","Liberty Union","",140,"Rosemarie Jackowski",
"","Chittenden","Burlington","Liberty Union","",53,"Rosemarie Jackowski",
"","Chittenden","Burlington","Liberty Union","",7,"Rosemarie Jackowski",
"","Washington","Cabot","Liberty Union","",24,"Rosemarie Jackowski",
"","Washington","Calais","Liberty Union","",36,"Rosemarie Jackowski",
"","Lamoille","Cambridge","Liberty Union","",70,"Rosemarie Jackowski",
"","Essex","Canaan","Liberty Union","",24,"Rosemarie Jackowski",
"","Rutland","Castleton","Liberty Union","",69,"Rosemarie Jackowski",
"","Windsor","Cavendish","Liberty Union","",33,"Rosemarie Jackowski",
"","Orleans","Charleston","Liberty Union","",22,"Rosemarie Jackowski",
"","Chittenden","Charlotte","Liberty Union","",45,"Rosemarie Jackowski",
"","Orange","Chelsea","Liberty Union","",30,"Rosemarie Jackowski",
"","Windsor","Chester","Liberty Union","",88,"Rosemarie Jackowski",
"","Rutland","Chittenden","Liberty Union","",26,"Rosemarie Jackowski",
"","Rutland","Clarendon","Liberty Union","",36,"Rosemarie Jackowski",
"","Chittenden","Colchester","Liberty Union","",89,"Rosemarie Jackowski",
"","Chittenden","Colchester","Liberty Union","",116,"Rosemarie Jackowski",
"","Essex","Concord","Liberty Union","",27,"Rosemarie Jackowski",
"","Orange","Corinth","Liberty Union","",31,"Rosemarie Jackowski",
"","Addison","Cornwall","Liberty Union","",14,"Rosemarie Jackowski",
"","Orleans","Coventry","Liberty Union","",14,"Rosemarie Jackowski",
"","Orleans","Craftsbury","Liberty Union","",23,"Rosemarie Jackowski",
"","Rutland","Danby","Liberty Union","",41,"Rosemarie Jackowski",
"","Caledonia","Danville","Liberty Union","",39,"Rosemarie Jackowski",
"","Orleans","Derby","Liberty Union","",64,"Rosemarie Jackowski",
"","Bennington","Dorset","Liberty Union","",70,"Rosemarie Jackowski",
"","Windham","Dover","Liberty Union","",60,"Rosemarie Jackowski",
"","Windham","Dummerston","Liberty Union","",59,"Rosemarie Jackowski",
"","Washington","Duxbury","Liberty Union","",27,"Rosemarie Jackowski",
"","Essex","East Haven","Liberty Union","",9,"Rosemarie Jackowski",
"","Washington","East Montpelier","Liberty Union","",39,"Rosemarie Jackowski",
"","Lamoille","Eden","Liberty Union","",11,"Rosemarie Jackowski",
"","Lamoille","Elmore","Liberty Union","",19,"Rosemarie Jackowski",
"","Franklin","Enosburgh","Liberty Union","",38,"Rosemarie Jackowski",
"","Chittenden","Essex","Liberty Union","",91,"Rosemarie Jackowski",
"","Chittenden","Essex","Liberty Union","",102,"Rosemarie Jackowski",
"","Chittenden","Essex","Liberty Union","",23,"Rosemarie Jackowski",
"","Rutland","Fair Haven","Liberty Union","",42,"Rosemarie Jackowski",
"","Franklin","Fairfax","Liberty Union","",62,"Rosemarie Jackowski",
"","Franklin","Fairfield","Liberty Union","",17,"Rosemarie Jackowski",
"","Orange","Fairlee","Liberty Union","",21,"Rosemarie Jackowski",
"","Washington","Fayston","Liberty Union","",23,"Rosemarie Jackowski",
"","Addison","Ferrisburgh","Liberty Union","",26,"Rosemarie Jackowski",
"","Franklin","Fletcher","Liberty Union","",11,"Rosemarie Jackowski",
"","Franklin","Franklin","Liberty Union","",17,"Rosemarie Jackowski",
"","Franklin","Georgia","Liberty Union","",51,"Rosemarie Jackowski",
"","Orleans","Glover","Liberty Union","",29,"Rosemarie Jackowski",
"","Addison","Goshen","Liberty Union","",5,"Rosemarie Jackowski",
"","Windham","Grafton","Liberty Union","",23,"Rosemarie Jackowski",
"","Essex","Granby","Liberty Union","",1,"Rosemarie Jackowski",
"","Grand Isle","Grand Isle","Liberty Union","",19,"Rosemarie Jackowski",
"","Addison","Granville","Liberty Union","",7,"Rosemarie Jackowski",
"","Orleans","Greensboro","Liberty Union","",12,"Rosemarie Jackowski",
"","Caledonia","Groton","Liberty Union","",17,"Rosemarie Jackowski",
"","Essex","Guildhall","Liberty Union","",2,"Rosemarie Jackowski",
"","Windham","Guilford","Liberty Union","",69,"Rosemarie Jackowski",
"","Windham","Halifax","Liberty Union","",32,"Rosemarie Jackowski",
"","Addison","Hancock","Liberty Union","",8,"Rosemarie Jackowski",
"","Caledonia","Hardwick","Liberty Union","",46,"Rosemarie Jackowski",
"","Windsor","Hartford","Liberty Union","",35,"Rosemarie Jackowski",
"","Windsor","Hartford","Liberty Union","",157,"Rosemarie Jackowski",
"","Windsor","Hartland","Liberty Union","",68,"Rosemarie Jackowski",
"","Franklin","Highgate","Liberty Union","",36,"Rosemarie Jackowski",
"","Chittenden","Hinesburg","Liberty Union","",0,"Rosemarie Jackowski",
"","Chittenden","Hinesburg","Liberty Union","",71,"Rosemarie Jackowski",
"","Orleans","Holland","Liberty Union","",11,"Rosemarie Jackowski",
"","Rutland","Hubbardton","Liberty Union","",11,"Rosemarie Jackowski",
"","Chittenden","Huntington","Liberty Union","",39,"Rosemarie Jackowski",
"","Lamoille","Hyde Park","Liberty Union","",42,"Rosemarie Jackowski",
"","Rutland","Ira","Liberty Union","",5,"Rosemarie Jackowski",
"","Orleans","Irasburg","Liberty Union","",19,"Rosemarie Jackowski",
"","Grand Isle","Isle La Motte","Liberty Union","",7,"Rosemarie Jackowski",
"","Windham","Jamaica","Liberty Union","",27,"Rosemarie Jackowski",
"","Orleans","Jay","Liberty Union","",7,"Rosemarie Jackowski",
"","Chittenden","Jericho","Liberty Union","",68,"Rosemarie Jackowski",
"","Lamoille","Johnson","Liberty Union","",70,"Rosemarie Jackowski",
"","Rutland","Killington","Liberty Union","",34,"Rosemarie Jackowski",
"","Caledonia","Kirby","Liberty Union","",9,"Rosemarie Jackowski",
"","Bennington","Landgrove","Liberty Union","",4,"Rosemarie Jackowski",
"","Addison","Leicester","Liberty Union","",19,"Rosemarie Jackowski",
"","Essex","Lemington","Liberty Union","",3,"Rosemarie Jackowski",
"","Addison","Lincoln","Liberty Union","",26,"Rosemarie Jackowski",
"","Windham","Londonderry","Liberty Union","",50,"Rosemarie Jackowski",
"","Orleans","Lowell","Liberty Union","",9,"Rosemarie Jackowski",
"","Windsor","Ludlow","Liberty Union","",56,"Rosemarie Jackowski",
"","Essex","Lunenburg","Liberty Union","",15,"Rosemarie Jackowski",
"","Caledonia","Lyndon","Liberty Union","",70,"Rosemarie Jackowski",
"","Essex","Maidstone","Liberty Union","",0,"Rosemarie Jackowski",
"","Bennington","Manchester","Liberty Union","",133,"Rosemarie Jackowski",
"","Windham","Marlboro","Liberty Union","",34,"Rosemarie Jackowski",
"","Washington","Marshfield","Liberty Union","",30,"Rosemarie Jackowski",
"","Rutland","Mendon","Liberty Union","",21,"Rosemarie Jackowski",
"","Addison","Middlebury","Liberty Union","",117,"Rosemarie Jackowski",
"","Washington","Middlesex","Liberty Union","",40,"Rosemarie Jackowski",
"","Rutland","Middletown Springs","Liberty Union","",20,"Rosemarie Jackowski",
"","Chittenden","Milton","Liberty Union","",105,"Rosemarie Jackowski",
"","Chittenden","Milton","Liberty Union","",21,"Rosemarie Jackowski",
"","Addison","Monkton","Liberty Union","",38,"Rosemarie Jackowski",
"","Franklin","Montgomery","Liberty Union","",29,"Rosemarie Jackowski",
"","Washington","Montpelier","Liberty Union","",177,"Rosemarie Jackowski",
"","Washington","Moretown","Liberty Union","",32,"Rosemarie Jackowski",
"","Orleans","Morgan","Liberty Union","",11,"Rosemarie Jackowski",
"","Lamoille","Morristown","Liberty Union","",82,"Rosemarie Jackowski",
"","Rutland","Mount Holly","Liberty Union","",44,"Rosemarie Jackowski",
"","Rutland","Mount Tabor","Liberty Union","",5,"Rosemarie Jackowski",
"","Addison","New Haven","Liberty Union","",19,"Rosemarie Jackowski",
"","Caledonia","Newark","Liberty Union","",10,"Rosemarie Jackowski",
"","Orange","Newbury","Liberty Union","",38,"Rosemarie Jackowski",
"","Windham","Newfane","Liberty Union","",50,"Rosemarie Jackowski",
"","Orleans","Newport City","Liberty Union","",52,"Rosemarie Jackowski",
"","Orleans","Newport Town","Liberty Union","",22,"Rosemarie Jackowski",
"","Grand Isle","North Hero","Liberty Union","",16,"Rosemarie Jackowski",
"","Washington","Northfield","Liberty Union","",59,"Rosemarie Jackowski",
"","Essex","Norton","Liberty Union","",3,"Rosemarie Jackowski",
"","Windsor","Norwich","Liberty Union","",46,"Rosemarie Jackowski",
"","Orange","Orange","Liberty Union","",22,"Rosemarie Jackowski",
"","Addison","Orwell","Liberty Union","",17,"Rosemarie Jackowski",
"","Addison","Panton","Liberty Union","",6,"Rosemarie Jackowski",
"","Rutland","Pawlet","Liberty Union","",35,"Rosemarie Jackowski",
"","Caledonia","Peacham","Liberty Union","",13,"Rosemarie Jackowski",
"","Bennington","Peru","Liberty Union","",10,"Rosemarie Jackowski",
"","Rutland","Pittsfield","Liberty Union","",14,"Rosemarie Jackowski",
"","Rutland","Pittsford","Liberty Union","",54,"Rosemarie Jackowski",
"","Washington","Plainfield","Liberty Union","",29,"Rosemarie Jackowski",
"","Windsor","Plymouth","Liberty Union","",15,"Rosemarie Jackowski",
"","Windsor","Pomfret","Liberty Union","",18,"Rosemarie Jackowski",
"","Rutland","Poultney","Liberty Union","",64,"Rosemarie Jackowski",
"","Bennington","Pownal","Liberty Union","",249,"Rosemarie Jackowski",
"","Rutland","Proctor","Liberty Union","",30,"Rosemarie Jackowski",
"","Windham","Putney","Liberty Union","",82,"Rosemarie Jackowski",
"","Orange","Randolph","Liberty Union","",115,"Rosemarie Jackowski",
"","Windsor","Reading","Liberty Union","",15,"Rosemarie Jackowski",
"","Bennington","Readsboro","Liberty Union","",45,"Rosemarie Jackowski",
"","Franklin","Richford","Liberty Union","",29,"Rosemarie Jackowski",
"","Chittenden","Richmond","Liberty Union","",61,"Rosemarie Jackowski",
"","Addison","Ripton","Liberty Union","",7,"Rosemarie Jackowski",
"","Windsor","Rochester","Liberty Union","",36,"Rosemarie Jackowski",
"","Windham","Rockingham","Liberty Union","",143,"Rosemarie Jackowski",
"","Washington","Roxbury","Liberty Union","",18,"Rosemarie Jackowski",
"","Windsor","Royalton","Liberty Union","",71,"Rosemarie Jackowski",
"","Bennington","Rupert","Liberty Union","",28,"Rosemarie Jackowski",
"","Rutland","Rutland City","Liberty Union","",48,"Rosemarie Jackowski",
"","Rutland","Rutland City","Liberty Union","",72,"Rosemarie Jackowski",
"","Rutland","Rutland City","Liberty Union","",58,"Rosemarie Jackowski",
"","Rutland","Rutland City","Liberty Union","",61,"Rosemarie Jackowski",
"","Rutland","Rutland Town","Liberty Union","",59,"Rosemarie Jackowski",
"","Caledonia","Ryegate","Liberty Union","",8,"Rosemarie Jackowski",
"","Addison","Salisbury","Liberty Union","",18,"Rosemarie Jackowski",
"","Bennington","Sandgate","Liberty Union","",19,"Rosemarie Jackowski",
"","Bennington","Searsburg","Liberty Union","",12,"Rosemarie Jackowski",
"","Bennington","Shaftsbury","Liberty Union","",212,"Rosemarie Jackowski",
"","Windsor","Sharon","Liberty Union","",25,"Rosemarie Jackowski",
"","Caledonia","Sheffield","Liberty Union","",13,"Rosemarie Jackowski",
"","Chittenden","Shelburne","Liberty Union","",41,"Rosemarie Jackowski",
"","Chittenden","Shelburne","Liberty Union","",39,"Rosemarie Jackowski",
"","Franklin","Sheldon","Liberty Union","",20,"Rosemarie Jackowski",
"","Addison","Shoreham","Liberty Union","",15,"Rosemarie Jackowski",
"","Rutland","Shrewsbury","Liberty Union","",19,"Rosemarie Jackowski",
"","Chittenden","South Burlington","Liberty Union","",51,"Rosemarie Jackowski",
"","Chittenden","South Burlington","Liberty Union","",31,"Rosemarie Jackowski",
"","Chittenden","South Burlington","Liberty Union","",64,"Rosemarie Jackowski",
"","Chittenden","South Burlington","Liberty Union","",53,"Rosemarie Jackowski",
"","Grand Isle","South Hero","Liberty Union","",18,"Rosemarie Jackowski",
"","Windsor","Springfield","Liberty Union","",8,"Rosemarie Jackowski",
"","Windsor","Springfield","Liberty Union","",194,"Rosemarie Jackowski",
"",,"Saint  Albans City","Liberty Union","",73,"Rosemarie Jackowski",
"",,"Saint  Albans Town","Liberty Union","",19,"Rosemarie Jackowski",
"",,"Saint  Albans Town","Liberty Union","",56,"Rosemarie Jackowski",
"",,"Saint  George","Liberty Union","",9,"Rosemarie Jackowski",
"",,"Saint  Johnsbury","Liberty Union","",95,"Rosemarie Jackowski",
"","Bennington","Stamford","Liberty Union","",44,"Rosemarie Jackowski",
"","Caledonia","Stannard","Liberty Union","",4,"Rosemarie Jackowski",
"","Addison","Starksboro","Liberty Union","",28,"Rosemarie Jackowski",
"","Windsor","Stockbridge","Liberty Union","",16,"Rosemarie Jackowski",
"","Lamoille","Stowe","Liberty Union","",72,"Rosemarie Jackowski",
"","Orange","Strafford","Liberty Union","",20,"Rosemarie Jackowski",
"","Windham","Stratton","Liberty Union","",8,"Rosemarie Jackowski",
"","Rutland","Sudbury","Liberty Union","",10,"Rosemarie Jackowski",
"","Bennington","Sunderland","Liberty Union","",6,"Rosemarie Jackowski",
"","Bennington","Sunderland","Liberty Union","",32,"Rosemarie Jackowski",
"","Caledonia","Sutton","Liberty Union","",10,"Rosemarie Jackowski",
"","Franklin","Swanton","Liberty Union","",60,"Rosemarie Jackowski",
"","Orange","Thetford","Liberty Union","",65,"Rosemarie Jackowski",
"","Rutland","Tinmouth","Liberty Union","",3,"Rosemarie Jackowski",
"","Rutland","Tinmouth","Liberty Union","",10,"Rosemarie Jackowski",
"","Orange","Topsham","Liberty Union","",19,"Rosemarie Jackowski",
"","Windham","Townshend","Liberty Union","",40,"Rosemarie Jackowski",
"","Orleans","Troy","Liberty Union","",6,"Rosemarie Jackowski",
"","Orleans","Troy","Liberty Union","",17,"Rosemarie Jackowski",
"","Orange","Tunbridge","Liberty Union","",31,"Rosemarie Jackowski",
"","Chittenden","Underhill","Liberty Union","",35,"Rosemarie Jackowski",
