election_value,title
69168,2010 Sheriff Democratic Primary Rutland County
69169,2010 Sheriff Democratic Primary Washington County
69170,2010 Sheriff Democratic Primary Windham County
69171,2010 Sheriff Democratic Primary Windsor County
69172,2010 Sheriff Progressive Primary Addison County
69173,2010 Sheriff Progressive Primary Bennington County
69174,2010 Sheriff Progressive Primary Caledonia County
69175,2010 Sheriff Progressive Primary Chittenden County
69176,2010 Sheriff Progressive Primary Essex County
69177,2010 Sheriff Progressive Primary Franklin County
69178,2010 Sheriff Progressive Primary Grand Isle County
69179,2010 Sheriff Progressive Primary Lamoille County
69180,2010 Sheriff Progressive Primary Orange County
69181,2010 Sheriff Progressive Primary Orleans County
69182,2010 Sheriff Progressive Primary Rutland County
69183,2010 Sheriff Progressive Primary Washington County
69184,2010 Sheriff Progressive Primary Windham County
69185,2010 Sheriff Progressive Primary Windsor County
69186,2010 Sheriff Republican Primary Addison County
69187,2010 Sheriff Republican Primary Bennington County
69188,2010 Sheriff Republican Primary Caledonia County
69189,2010 Sheriff Republican Primary Chittenden County
69190,2010 Sheriff Republican Primary Essex County
69191,2010 Sheriff Republican Primary Franklin County
69192,2010 Sheriff Republican Primary Grand Isle County
69193,2010 Sheriff Republican Primary Lamoille County
69194,2010 Sheriff Republican Primary Orange County
69195,2010 Sheriff Republican Primary Orleans County
69196,2010 Sheriff Republican Primary Rutland County
69197,2010 Sheriff Republican Primary Washington County
69198,2010 Sheriff Republican Primary Windham County
69199,2010 Sheriff Republican Primary Windsor County
69200,2010 State Representative Democratic Primary Addison 1 District
69201,2010 State Representative Democratic Primary Addison 2 District
69202,2010 State Representative Democratic Primary Addison 3 District
69203,2010 State Representative Democratic Primary Addison 4 District
69204,2010 State Representative Democratic Primary Addison 5 District
69205,2010 State Representative Democratic Primary Addison-Rutland 1 District
69206,2010 State Representative Democratic Primary Bennington 1 District
69207,2010 State Representative Democratic Primary Bennington 2-1 District
69208,2010 State Representative Democratic Primary Bennington 2-2 District
69209,2010 State Representative Democratic Primary Bennington 3 District
69210,2010 State Representative Democratic Primary Bennington 4 District
69211,2010 State Representative Democratic Primary Bennington 5 District
69212,2010 State Representative Democratic Primary Bennington-Rutland 1 District
69213,2010 State Representative Democratic Primary Caledonia 1 District
69214,2010 State Representative Democratic Primary Caledonia 2 District
69215,2010 State Representative Democratic Primary Caledonia 3 District
69216,2010 State Representative Democratic Primary Caledonia 4 District
69217,2010 State Representative Democratic Primary Caledonia-Washington 1 District
69218,2010 State Representative Democratic Primary Chittenden 1-1 District
69219,2010 State Representative Democratic Primary Chittenden 1-2 District
69220,2010 State Representative Democratic Primary Chittenden 2 District
69221,2010 State Representative Democratic Primary Chittenden 3-1 District
69222,2010 State Representative Democratic Primary Chittenden 3-10 District
69223,2010 State Representative Democratic Primary Chittenden 3-2 District
69224,2010 State Representative Democratic Primary Chittenden 3-3 District
69225,2010 State Representative Democratic Primary Chittenden 3-4 District
69226,2010 State Representative Democratic Primary Chittenden 3-5 District
69227,2010 State Representative Democratic Primary Chittenden 3-6 District
69228,2010 State Representative Democratic Primary Chittenden 3-7 District
69229,2010 State Representative Democratic Primary Chittenden 3-8 District
69230,2010 State Representative Democratic Primary Chittenden 3-9 District
69231,2010 State Representative Democratic Primary Chittenden 4 District
69232,2010 State Representative Democratic Primary Chittenden 5-1 District
69233,2010 State Representative Democratic Primary Chittenden 5-2 District
69234,2010 State Representative Democratic Primary Chittenden 6-1 District
69235,2010 State Representative Democratic Primary Chittenden 6-2 District
69236,2010 State Representative Democratic Primary Chittenden 6-3 District
69237,2010 State Representative Democratic Primary Chittenden 7-1 District
69238,2010 State Representative Democratic Primary Chittenden 7-2 District
69239,2010 State Representative Democratic Primary Chittenden 8 District
69240,2010 State Representative Democratic Primary Chittenden 9 District
69241,2010 State Representative Democratic Primary Essex-Caledonia District
69242,2010 State Representative Democratic Primary Essex-Caledonia-Orleans District
69243,2010 State Representative Democratic Primary Franklin 1 District
69244,2010 State Representative Democratic Primary Franklin 2 District
69245,2010 State Representative Democratic Primary Franklin 3 District
69246,2010 State Representative Democratic Primary Franklin 4 District
69247,2010 State Representative Democratic Primary Franklin 5 District
69248,2010 State Representative Democratic Primary Franklin 6 District
69249,2010 State Representative Democratic Primary Grand Isle-Chittenden 1-1 District
69250,2010 State Representative Democratic Primary Lamoille 1 District
69251,2010 State Representative Democratic Primary Lamoille 2 District
69252,2010 State Representative Democratic Primary Lamoille 3 District
69253,2010 State Representative Democratic Primary Lamoille 4 District
69254,2010 State Representative Democratic Primary Lamoille-Washington 1 District
69255,2010 State Representative Democratic Primary Orange 1 District
69256,2010 State Representative Democratic Primary Orange 2 District
69257,2010 State Representative Democratic Primary Orange-Addison 1 District
69258,2010 State Representative Democratic Primary Orange-Caledonia 1 District
69259,2010 State Representative Democratic Primary Orleans 1 District
69260,2010 State Representative Democratic Primary Orleans 2 District
69261,2010 State Representative Democratic Primary Orleans-Caledonia 1 District
69262,2010 State Representative Democratic Primary Orleans-Franklin 1 District
69263,2010 State Representative Democratic Primary Rutland 1-1 District
